item_id,text,label
'575760307307479040',devastated vanuatu starts to get aid httpAddress,__lable__4
'575760307320049664',rt usrId at 12 01pm local time severe tropical cyclone pam was located about DD km south of tanna and DD km httpAddress httpAddress,__lable__5
'575760307324252161',sam smith lay me down red nose day 2016 ft . httpAddress gt ; gt ; httpAddress timeline #vanuatu # #xfactornz # httpAddress,__lable__5
'575760336420257792',httpAddress tracking link for cyclone pan usrId,__lable__4
'575760340815736832',cyclone pam untangling the complex science on tropical storms and climate change carbon brief httpAddress,__lable__1
'575760387045359618',rt usrId sending off an adventurer today ! usrId enjoy your vacation in #china before your #reliefwork in #vanuatu ! #service ht,__lable__1
'575760392162537472',thank pam for the favored httpAddress,__lable__4
'575760405835816960',rt usrId first photos coming from our staff in httpAddress scenes of absolute destruction #cyclonepam httpAddress,__lable__6
'575760469497085952',rt usrId day D in #vanuatu protecting animals after #tcpam our team feeds the pelam family s dogs snoopy and blackie httpAddress,__lable__1
'575760571276136449',rt usrId httpAddress tropical cyclone pam vanuatu aid workers call for patience amid massive .. #vanuatu DD,__lable__1
'575760574488797185',vanuatu begins relief efforts after massive cyclone hits struggles to assess damage httpAddress,__lable__5
'575760578175627265',united nations fears the worst after typhoon batters vanuatu httpAddress httpAddress,__lable__2
'575760581728272384',cyclone sets country back years jacobeth nilah wails in pain in the storm battered httpAddress httpAddress,__lable__1
'575760609402228736',creatine enriched high protein cyclone milk world s first maxinutrition httpAddress via usrId,__lable__4
'575760616805134336',rt usrId httpAddress #cyclonepam cyclone pam cyclone pam sounds like a freight train httpAddress,__lable__1
'575760648396632064',pam anderson rick salomon made 41 mil last year .. playing poker with one guy !! httpAddress,__lable__1
'575760671574372354',rt usrId our thoughts are with vanuatu and other pacific countries hit by this httpAddress httpAddress,__lable__5
'575760676041330689',httpAddress vanuatu takes direct hit from cyclone pam possibly worst in .. #retweet #news httpAddress,__lable__3
'575760733482401792',rt usrId here is the promo video for tomorrows offering for vanuatu ! please share with your friends and families today ! httpAddress,__lable__1
'575760832878923776',i m tryin so hard not to laugh while pam got this hot comb to my hair 2 3,__lable__5
'575760859093323776',the bbc could have checked wikipedia for the truth about cyclone pam the storm which devastated vanuatu is httpAddress httpAddress,__lable__1
'575760882199736320',pam anderson files restraining order against rick solomon .. allegations of serial baby killer httpAddress,__lable__1
'575760903708143617',feeling for the beautiful people of httpAddress recovery will take a long httpAddress httpAddress,__lable__5
'575760932476821504',rt usrId vanuatu president says monster cyclone destoyed or damaged 91 of buildings in capital httpAddress httpAddress,__lable__3
'575761013133340673',still httpAddress watching cyclone pam on httpAddress very near east cape north island httpAddress httpAddress,__lable__2
'575761019684974592',thousands wait for relief in vanuatu as death toll inches up thousands of people left homeless by a fierce httpAddress httpAddress,__lable__1
'575761095622803458',rt usrId about D in D children in #vanuatu in need of humanitarian assistance httpAddress #cyclonepam httpAddress,__lable__4
'575761186102235137',christian worship rises amid vanuatu destruction httpAddress,__lable__3
'575761213969162242',rt usrId after cyclone israeli mission provides relief in vanuatu httpAddress,__lable__5
'575761297649721344',usrId cricket communities rally behind vanuatu icc cricket australia and new zealand cricket pitch in to held the people of httpAddress,__lable__4
'575761338082926594',rt usrId pam piero amzing select photo usrId httpAddress,__lable__3
'575761366839001088',vanuatu cyclone first aid reaches islands ravaged by pam bbc news DD march 21DD last httpAddress httpAddress #worldnews,__lable__1
'575761400808656896',#entertainment #buzz custom pam anderson neck plate httpAddress httpAddress #buy #discount,__lable__2
'575761425760587776',tropical cyclone pam kills at least six people in vanuatu wall street journal httpAddress,__lable__1
'575761440704856065',aid worker in cyclone hit vanuatu holding on for dear life early reports from vanuatu said at least six httpAddress httpAddress,__lable__4
'575761546627825665',vanuatu cyclone grave concern for outlying villages the australian the australianvanuatu cyclone grave httpAddress httpAddress,__lable__4
'575761570732580865',cyclone pam delays volvo ocean race start leg D auckland itajai #vor #bwr202D #sailing videos httpAddress,__lable__1
'575761609425088512',rt usrId baldwin lonsdale vanuatus president on #cyclonepam climate change contributes to these extreme weather events http,__lable__2
'575761643717570562',cyclone hits island nation of vanuatu and kills D httpAddress,__lable__3
'575761739544936448',come out and let s show pam some love and wish her a happy birthday ! outside oyster roast at noon httpAddress httpAddress,__lable__1
'575762158551613440',rt usrId mea will provide immediate financial assistance to people of httpAddress we stand shoulder to shoulder with vanuatu in this,__lable__3
'575762208371539968',rt usrId there s reports ravaged vanuatu experienced an eight metre storm surge as a result of httpAddress,__lable__5
'575762251929419777',uff !! it caught ; unbelievable destruction reported in tropical cyclone pam s wake cnn httpAddress httpAddress #gossip,__lable__5
'575762395211104259',a week after vanuatu cyclone some homeless still await help httpAddress,__lable__3
'575762440102809600',my very rude further adventures httpAddress amazon us httpAddress uk httpAddress more of pams httpAddress,__lable__5
'575762443743399936',cyclone pam may be one of the worst in pacific history unicef super tropical cyclone pam could be one of httpAddress httpAddress,__lable__3
'575762556222050304',rt usrId a cat can work out mathematically the exact spot to sit to cause the most httpAddress pam brown httpAddress,__lable__1
'575762698123632641',#news #tv #media cyclone pam vanuatu grapples with devastation after deadly storm httpAddress,__lable__1
'575762709439885312',aquamarine spring color by pam httpAddress #artisanbot #udobiz #decor #jewelry #art #gifts,__lable__5
'575762752955809792',we are tipping hidden cyclone to blow his ryanair chase rivals this afternoon at httpAddress race preview httpAddress httpAddress,__lable__3
'575762802171756544',rt usrId not many have heard of httpAddress keep them in our prayers as massive cyclone rips the httpAddress may the almighty protect and g,__lable__5
'575762805892124672',rt usrId #samoaredcross liaising with its government to send relief stocks to tuvalu on pacific patrol boat #mvnafanua to tuvalu #,__lable__4
'575762834379902976',rt usrId tropical cyclone pam now a category D as it approaches new zealand winds at cape reinga gusting up to 1D1 k s an hour e,__lable__3
'575762964701122561',#thetwittazine usrId #suemee thesuemee those runnin vanuatu should b #ashamed the bolt report supporters group httpAddress,__lable__5
'575762996955209728',rt usrId our partners at island reach joining recovery efforts as #vanuatu deals with #cyclone httpAddress httpAddress httpAddress,__lable__5
'575763006572863488',while waiting for cyclone pam to pass lmao usrId 2 2 3 httpAddress,__lable__1
'575763182557466624',breaking cyclone devastates vanuatu financial times new york timescyclone devastates httpAddress httpAddress #khaatumo #khatumo,__lable__4
'575763208352370689',cyclone hit vanuatu appeals for help httpAddress,__lable__4
'575763266611343360',rt usrId #gippsnews mt usrId is here ! benefit concert for vanuatu cyclone httpAddress httpAddress httpAddress,__lable__3
'575763314002755585',food running critically short in vanuatu as entire islands described as httpAddress,__lable__4
'575763419887988737',rt usrId vanuatu in desperate appeal for aid after devastating httpAddress dozens feared httpAddress httpAddress httpAddress,__lable__4
'575763432420454400',#xfactornz i was worried about cyclone httpAddress but why ?,__lable__1
'575763467090579457',vanuatus cyclone plight could soon become the norm the struggle for climate justice for small island states httpAddress,__lable__4
'575763521939472384',rt usrId jim is a friend of httpAddress so the only people this crush really concerns is jim and pam and me .,__lable__4
'575763588062687232',pm shares sorrow and pain of those affected by cyclone in vanuatu httpAddress via usrId,__lable__4
'575763702202269696',rt usrId #cyclonepam the red cross has also launched an appeal to help those in httpAddress details at httpAddress http,__lable__1
'575763943748202497',rt usrId #cyclonepam was the strongest cyclone to hit #vanuatu in recorded httpAddress you can help httpAddress httpAddress,__lable__4
'575763984629899265',rt usrId the devastation caused by cyclone pam in vanuatu is extremely httpAddress i share the sorrow amp ; pain of all those who hav,__lable__2
'575764102297096193',rt usrId usrId we ve also opened an urgent appeal for the children of #vanuatu httpAddress please share ! #tcpam #c,__lable__2
'575764133032800257',cyclone college brings hope to india s vulnerable coastal community httpAddress,__lable__5
'575764214414880768',dozens feared dead after super cyclone pam slams into vanuatu in pictures terrifying tropical cyclone httpAddress httpAddress,__lable__6
'575764395071905792',rt usrId as rescuers start to reach vanuatu s outer islands they find people having to drink saltwater to stay alive httpAddress,__lable__1
'575764410230140929',australian cyclone makes landfall losses strength sydney reuters a powerful tropical cyclone was losing httpAddress httpAddress,__lable__5
'575764440701739008',cyclone pam leaves trail of destruction in pacific s vanuatu httpAddress #international,__lable__1
'575764452265480192',rt usrId #vanuatu gov has demonstrated commitment to ensuring #tcpam response is coordinated amp ; well planned says our rep #osnatlub,__lable__4
'575764527813300225',as httpAddress backs fossil fuel divestment bill mckibben on vanuatu oxford vote california water crisis httpAddress,__lable__4
